interaction,item_id,user_id
0,759,46
0,1978,5
0,1078,21
0,1997,27
0,2300,14
0,2158,6
0,2672,20
0,662,37
0,1248,7
0,1327,38
0,1050,23
1,588,17
0,1371,3
0,475,18
0,1938,38
0,1222,17
0,1006,41
0,1684,19
0,162,14
0,1637,44
0,666,42
0,1449,19
0,1006,16
1,1179,18
0,265,40
0,233,17
0,2653,5
0,2058,41
0,2326,15
0,965,22
0,2450,21
0,1513,40
0,974,33
1,107,40
1,940,9
0,116,32
0,2472,18
0,1612,23
0,62,27
0,2531,17
0,259,41
0,273,0
0,1659,6
0,1722,18
0,1167,46
0,1745,17
0,1257,32
0,137,39
0,801,39
0,2019,27
1,1344,17
0,1633,16
0,1074,43
1,2170,27
0,2310,37
0,1792,26
0,2642,18
0,723,46
0,827,31
0,2368,27
0,7,3
0,1544,17
0,1203,39
0,682,27
1,2649,41
0,2521,9
0,2158,13
0,936,40
0,2506,20
0,1586,17
0,908,17
0,1204,40
0,1706,14
0,979,44
0,678,22
0,905,41
0,2173,48
0,1838,44
0,2116,16
0,723,17
0,1347,5
1,2493,38
0,85,18
0,2447,42
1,955,20
1,492,20
0,2301,23
0,123,20
0,195,0
0,658,20
1,215,18
0,1583,17
0,1885,20
0,944,26
0,668,17
0,582,20
0,2743,43
0,1830,36
0,1723,24
0,1117,17
0,1081,17
0,243,9
0,2242,41
0,2434,41
0,2154,0
0,190,3
0,1108,27
0,848,27
0,1036,20
0,1158,32
0,2724,9
0,64,22
0,1035,19
0,2369,30
0,2240,44
0,2015,32
0,905,28
0,91,14
0,1685,18
0,740,18
0,1053,3
0,1374,0
0,2598,38
0,712,21
0,1665,19
0,64,9
0,882,14
0,1707,20
0,606,41
0,939,39
0,1259,3
0,1429,10
0,1448,36
0,1790,18
0,182,46
0,1146,45
1,1,22
0,2363,41
0,1159,16
0,1770,18
0,472,6
0,1458,32
0,1389,44
0,1200,44
0,2196,14
0,1012,19
0,1797,27
0,1769,20
0,1147,18
0,1524,31
0,1607,21
0,609,38
0,2617,15
0,259,38
0,1853,9
0,2390,17
0,1180,27
0,2656,6
0,1647,40
0,2443,17
0,2331,35
0,720,26
0,1963,18
0,1282,32
0,2297,15
0,1896,23
0,2092,27
0,506,0
0,618,9
0,1790,47
0,2670,0
1,41,43
0,797,38
1,534,42
0,2722,20
0,683,29
1,228,18
0,2273,33
0,2563,5
1,2291,27
0,2213,27
0,2014,16
0,242,37
0,189,45
1,2059,21
0,1579,15
0,1252,44
0,594,8
0,1919,14
0,1892,3
0,2252,14
0,1356,17
0,479,41
0,2380,44
0,2173,4
0,888,0
0,1335,44
0,2616,17
0,2252,18
0,1859,46
0,127,40
0,2270,30
0,768,27
0,822,38
1,204,18
0,561,40
0,2253,30
0,2031,15
0,229,47
0,614,17
0,1440,32
0,1112,18
0,1737,0
0,1232,7
0,37,5
1,451,3
0,2274,6
0,561,13
0,1037,9
0,2416,5
0,2563,17
0,475,17
0,199,39
0,1588,15
1,33,17
0,872,44
0,585,27
0,139,21
0,964,2
0,924,5
0,223,31
0,1370,15
0,2189,41
0,1542,9
0,727,44
0,1608,15
0,1991,6
0,235,41
